"region" "ålder" "år"
"0980 Gotland" "25-34 år" 6080 5841 5319 5615
"0980 Gotland" "35-44 år" 7850 7451 7052 6407
"0980 Gotland" "45-54 år" 8249 7995 7959 7873
"0980 Gotland" "55-64 år" 7544 8403 8377 8142
"1060 Olofström" "25-34 år" 1392 1131 1020 1198
"1060 Olofström" "35-44 år" 1906 1892 1638 1358
"1060 Olofström" "45-54 år" 1795 1699 1824 1956
"1060 Olofström" "55-64 år" 1983 1957 1804 1693
"1080 Karlskrona" "25-34 år" 8124 7950 8113 7728
"1080 Karlskrona" "35-44 år" 7715 8164 8436 8160
"1080 Karlskrona" "45-54 år" 7964 7552 7681 7992
"1080 Karlskrona" "55-64 år" 7869 8510 8127 7571
"1081 Ronneby" "25-34 år" 3294 3206 3180 2897
"1081 Ronneby" "35-44 år" 3563 3745 3492 3381
"1081 Ronneby" "45-54 år" 3735 3461 3571 3689
"1081 Ronneby" "55-64 år" 4047 4219 3937 3535
"1082 Karlshamn" "25-34 år" 3485 3171 3051 3342
"1082 Karlshamn" "35-44 år" 4120 4320 4017 3541
"1082 Karlshamn" "45-54 år" 4150 3970 4153 4446
"1082 Karlshamn" "55-64 år" 4337 4529 4229 3921
"1083 Sölvesborg" "25-34 år" 1831 1717 1656 1737
"1083 Sölvesborg" "35-44 år" 2168 2199 2094 1975
"1083 Sölvesborg" "45-54 år" 2192 2111 2222 2275
"1083 Sölvesborg" "55-64 år" 2305 2505 2366 2223
"1214 Svalöv" "25-34 år" 1498 1366 1340 1482
"1214 Svalöv" "35-44 år" 1809 2043 1981 1809
"1214 Svalöv" "45-54 år" 1699 1672 1777 1936
"1214 Svalöv" "55-64 år" 1686 1778 1676 1582
"1230 Staffanstorp" "25-34 år" 2352 2166 2176 2136
"1230 Staffanstorp" "35-44 år" 3222 3483 3620 3533
"1230 Staffanstorp" "45-54 år" 2516 2457 2904 3384
"1230 Staffanstorp" "55-64 år" 2988 2902 2382 2068
"1231 Burlöv" "25-34 år" 1793 1825 2068 2090
"1231 Burlöv" "35-44 år" 2186 2270 2302 2425
