region,parti,procent
0643 Habo,Miljöpartiet,3.2
0643 Habo,Socialdemokraterna,31.7
0643 Habo,Vänsterpartiet,3.4
0643 Habo,Sverigedemokraterna,3.4
0643 Habo,övriga partier,1.5
0643 Habo,ogiltiga valsedlar,..
0643 Habo,ej röstande,..
0662 Gislaved,Moderaterna,25
0662 Gislaved,Centerpartiet,10.5
0662 Gislaved,Folkpartiet,5.4
0662 Gislaved,Kristdemokraterna,10
0662 Gislaved,Miljöpartiet,2.7
0662 Gislaved,Socialdemokraterna,36.7
0662 Gislaved,Vänsterpartiet,3.1
0662 Gislaved,Sverigedemokraterna,4.6
0662 Gislaved,övriga partier,2
0662 Gislaved,ogiltiga valsedlar,..
0662 Gislaved,ej röstande,..
0665 Vaggeryd,Moderaterna,19.8
0665 Vaggeryd,Centerpartiet,8.4
0665 Vaggeryd,Folkpartiet,4.6
0665 Vaggeryd,Kristdemokraterna,19.1
0665 Vaggeryd,Miljöpartiet,2.5
0665 Vaggeryd,Socialdemokraterna,37.3
0665 Vaggeryd,Vänsterpartiet,3.5
0665 Vaggeryd,Sverigedemokraterna,3.8
0665 Vaggeryd,övriga partier,1.1
0665 Vaggeryd,ogiltiga valsedlar,..
0665 Vaggeryd,ej röstande,..
0680 Jönköping,Moderaterna,22.9
0680 Jönköping,Centerpartiet,5.8
0680 Jönköping,Folkpartiet,6
0680 Jönköping,Kristdemokraterna,17
0680 Jönköping,Miljöpartiet,4.1
0680 Jönköping,Socialdemokraterna,34.5
0680 Jönköping,Vänsterpartiet,5
0680 Jönköping,Sverigedemokraterna,2.6
0680 Jönköping,övriga partier,2.1
0680 Jönköping,ogiltiga valsedlar,..
0680 Jönköping,ej röstande,..
0682 Nässjö,Moderaterna,19.2
0682 Nässjö,Centerpartiet,8
0682 Nässjö,Folkpartiet,4.1
0682 Nässjö,Kristdemokraterna,14
0682 Nässjö,Miljöpartiet,3.5
0682 Nässjö,Socialdemokraterna,40.9
0682 Nässjö,Vänsterpartiet,5.4
0682 Nässjö,Sverigedemokraterna,3.2
0682 Nässjö,övriga partier,1.7
0682 Nässjö,ogiltiga valsedlar,..
0682 Nässjö,ej röstande,..
0683 Värnamo,Moderaterna,22.1
0683 Värnamo,Centerpartiet,10.6
0683 Värnamo,Folkpartiet,5
0683 Värnamo,Kristdemokraterna,15.5
0683 Värnamo,Miljöpartiet,2.8
0683 Värnamo,Socialdemokraterna,35.9
0683 Värnamo,Vänsterpartiet,3
0683 Värnamo,Sverigedemokraterna,3.8
0683 Värnamo,övriga partier,1.3
0683 Värnamo,ogiltiga valsedlar,..
0683 Värnamo,ej röstande,..
0684 Sävsjö,Moderaterna,20.4
0684 Sävsjö,Centerpartiet,13.4
0684 Sävsjö,Folkpartiet,3.8
0684 Sävsjö,Kristdemokraterna,20.9
0684 Sävsjö,Miljöpartiet,1.8
0684 Sävsjö,Socialdemokraterna,30.4
0684 Sävsjö,Vänsterpartiet,3.1
0684 Sävsjö,Sverigedemokraterna,4.8
0684 Sävsjö,övriga partier,1.4
0684 Sävsjö,ogiltiga valsedlar,..
0684 Sävsjö,ej röstande,..
0685 Vetlanda,Moderaterna,19.7
0685 Vetlanda,Centerpartiet,13
0685 Vetlanda,Folkpartiet,5.5
0685 Vetlanda,Kristdemokraterna,14.4
0685 Vetlanda,Miljöpartiet,3.2
0685 Vetlanda,Socialdemokraterna,35.9
0685 Vetlanda,Vänsterpartiet,4.4
0685 Vetlanda,Sverigedemokraterna,2.7
0685 Vetlanda,övriga partier,1.3
0685 Vetlanda,ogiltiga valsedlar,..
0685 Vetlanda,ej röstande,..
0686 Eksjö,Moderaterna,23.9
0686 Eksjö,Centerpartiet,12.2
0686 Eksjö,Folkpartiet,5.6
0686 Eksjö,Kristdemokraterna,13.9
0686 Eksjö,Miljöpartiet,3.7
0686 Eksjö,Socialdemokraterna,32.7
0686 Eksjö,Vänsterpartiet,3.7
0686 Eksjö,Sverigedemokraterna,2.8
0686 Eksjö,övriga partier,1.6
0686 Eksjö,ogiltiga valsedlar,..
0686 Eksjö,ej röstande,..
0687 Tranås,Moderaterna,22
0687 Tranås,Centerpartiet,6.9
0687 Tranås,Folkpartiet,5.3
0687 Tranås,Kristdemokraterna,12.5
0687 Tranås,Miljöpartiet,3.8
0687 Tranås,Socialdemokraterna,40.2
0687 Tranås,Vänsterpartiet,4.6
0687 Tranås,Sverigedemokraterna,2.9
0687 Tranås,övriga partier,1.8
0687 Tranås,ogiltiga valsedlar,..
0687 Tranås,ej röstande,..
0760 Uppvidinge,Moderaterna,20.5
0760 Uppvidinge,Centerpartiet,15.9
0760 Uppvidinge,Folkpartiet,3.4
0760 Uppvidinge,Kristdemokraterna,6.5
0760 Uppvidinge,Miljöpartiet,2.7
0760 Uppvidinge,Socialdemokraterna,37.8
0760 Uppvidinge,Vänsterpartiet,6
0760 Uppvidinge,Sverigedemokraterna,5.7
0760 Uppvidinge,övriga partier,1.5
0760 Uppvidinge,ogiltiga valsedlar,..
0760 Uppvidinge,ej röstande,..
0761 Lessebo,Moderaterna,18.2
0761 Lessebo,Centerpartiet,9.6
0761 Lessebo,Folkpartiet,4
0761 Lessebo,Kristdemokraterna,4.1
0761 Lessebo,Miljöpartiet,3.5
0761 Lessebo,Socialdemokraterna,48.2
0761 Lessebo,Vänsterpartiet,7.6
0761 Lessebo,Sverigedemokraterna,3
0761 Lessebo,övriga partier,1.9
0761 Lessebo,ogiltiga valsedlar,..
0761 Lessebo,ej röstande,..
0763 Tingsryd,Moderaterna,26.2
0763 Tingsryd,Centerpartiet,15.9
0763 Tingsryd,Folkpartiet,4.2
0763 Tingsryd,Kristdemokraterna,7.6
0763 Tingsryd,Miljöpartiet,2.9
0763 Tingsryd,Socialdemokraterna,33.7
0763 Tingsryd,Vänsterpartiet,4
0763 Tingsryd,Sverigedemokraterna,3.9
0763 Tingsryd,övriga partier,1.6
0763 Tingsryd,ogiltiga valsedlar,..
0763 Tingsryd,ej röstande,..
0764 Alvesta,Moderaterna,24.1
0764 Alvesta,Centerpartiet,13
0764 Alvesta,Folkpartiet,5.1
0764 Alvesta,Kristdemokraterna,7.5
0764 Alvesta,Miljöpartiet,3.2
0764 Alvesta,Socialdemokraterna,36.9
0764 Alvesta,Vänsterpartiet,4.4
0764 Alvesta,Sverigedemokraterna,3.8
0764 Alvesta,övriga partier,2
0764 Alvesta,ogiltiga valsedlar,..
0764 Alvesta,ej röstande,..
0765 Älmhult,Moderaterna,24.4
0765 Älmhult,Centerpartiet,12.7
0765 Älmhult,Folkpartiet,4.9
0765 Älmhult,Kristdemokraterna,7.9
0765 Älmhult,Miljöpartiet,3.5
0765 Älmhult,Socialdemokraterna,37.5
0765 Älmhult,Vänsterpartiet,3.4
0765 Älmhult,Sverigedemokraterna,4.7
0765 Älmhult,övriga partier,1.1
0765 Älmhult,ogiltiga valsedlar,..
0765 Älmhult,ej röstande,..
0767 Markaryd,Moderaterna,19.8
0767 Markaryd,Centerpartiet,10.4
0767 Markaryd,Folkpartiet,3.7
0767 Markaryd,Kristdemokraterna,12.6
0767 Markaryd,Miljöpartiet,2.4
0767 Markaryd,Socialdemokraterna,41.3
0767 Markaryd,Vänsterpartiet,2.8
0767 Markaryd,Sverigedemokraterna,4.8
0767 Markaryd,övriga partier,2.2
0767 Markaryd,ogiltiga valsedlar,..
0767 Markaryd,ej röstande,..
0780 Växjö,Moderaterna,26.7
0780 Växjö,Centerpartiet,8.7
0780 Växjö,Folkpartiet,7.2
0780 Växjö,Kristdemokraterna,7.7
0780 Växjö,Miljöpartiet,5.5
0780 Växjö,Socialdemokraterna,33.9
0780 Växjö,Vänsterpartiet,5.5
0780 Växjö,Sverigedemokraterna,2.8
0780 Växjö,övriga partier,2
0780 Växjö,ogiltiga valsedlar,..
0780 Växjö,ej röstande,..
0781 Ljungby,Moderaterna,23.2
0781 Ljungby,Centerpartiet,14
0781 Ljungby,Folkpartiet,5
0781 Ljungby,Kristdemokraterna,9.1
0781 Ljungby,Miljöpartiet,3.5
0781 Ljungby,Socialdemokraterna,35.8
0781 Ljungby,Vänsterpartiet,4.5
0781 Ljungby,Sverigedemokraterna,3.2
0781 Ljungby,övriga partier,1.6
0781 Ljungby,ogiltiga valsedlar,..
0781 Ljungby,ej röstande,..
0821 Högsby,Moderaterna,15.8
0821 Högsby,Centerpartiet,14.7
0821 Högsby,Folkpartiet,4.2
0821 Högsby,Kristdemokraterna,7.1
0821 Högsby,Miljöpartiet,2.1
0821 Högsby,Socialdemokraterna,44.7
0821 Högsby,Vänsterpartiet,5.1
0821 Högsby,Sverigedemokraterna,5.2
0821 Högsby,övriga partier,1.1
0821 Högsby,ogiltiga valsedlar,..
0821 Högsby,ej röstande,..
0834 Torsås,Moderaterna,20.5
0834 Torsås,Centerpartiet,17.5
0834 Torsås,Folkpartiet,3.8
0834 Torsås,Kristdemokraterna,8.9
0834 Torsås,Miljöpartiet,3.2
0834 Torsås,Socialdemokraterna,37
0834 Torsås,Vänsterpartiet,3.1
0834 Torsås,Sverigedemokraterna,4
0834 Torsås,övriga partier,2.1
0834 Torsås,ogiltiga valsedlar,..
0834 Torsås,ej röstande,..
0840 Mörbylånga,Moderaterna,25.2
0840 Mörbylånga,Centerpartiet,13.3
0840 Mörbylånga,Folkpartiet,6
0840 Mörbylånga,Kristdemokraterna,7.1
0840 Mörbylånga,Miljöpartiet,4.2
0840 Mörbylånga,Socialdemokraterna,34.9
0840 Mörbylånga,Vänsterpartiet,4.1
0840 Mörbylånga,Sverigedemokraterna,3
0840 Mörbylånga,övriga partier,2
0840 Mörbylånga,ogiltiga valsedlar,..
0840 Mörbylånga,ej röstande,..
0860 Hultsfred,Moderaterna,16.1
0860 Hultsfred,Centerpartiet,14.1
0860 Hultsfred,Folkpartiet,3.8
0860 Hultsfred,Kristdemokraterna,8.1
0860 Hultsfred,Miljöpartiet,2.9
0860 Hultsfred,Socialdemokraterna,43.8
0860 Hultsfred,Vänsterpartiet,5.7
0860 Hultsfred,Sverigedemokraterna,3.7
0860 Hultsfred,övriga partier,2
0860 Hultsfred,ogiltiga valsedlar,..
0860 Hultsfred,ej röstande,..
0861 Mönsterås,Moderaterna,17.3
0861 Mönsterås,Centerpartiet,12.3
0861 Mönsterås,Folkpartiet,4.2
0861 Mönsterås,Kristdemokraterna,6.7
0861 Mönsterås,Miljöpartiet,2.8
0861 Mönsterås,Socialdemokraterna,46.2
0861 Mönsterås,Vänsterpartiet,5.2
0861 Mönsterås,Sverigedemokraterna,3.7
0861 Mönsterås,övriga partier,1.5
0861 Mönsterås,ogiltiga valsedlar,..
0861 Mönsterås,ej röstande,..
0862 Emmaboda,Moderaterna,17.6
0862 Emmaboda,Centerpartiet,13.9
0862 Emmaboda,Folkpartiet,2.8
0862 Emmaboda,Kristdemokraterna,7.7
0862 Emmaboda,Miljöpartiet,3.5
0862 Emmaboda,Socialdemokraterna,45.2
0862 Emmaboda,Vänsterpartiet,4.1
0862 Emmaboda,Sverigedemokraterna,3.2
0862 Emmaboda,övriga partier,2
0862 Emmaboda,ogiltiga valsedlar,..
0862 Emmaboda,ej röstande,..
0880 Kalmar,Moderaterna,24.8
0880 Kalmar,Centerpartiet,7.6
0880 Kalmar,Folkpartiet,6.6
0880 Kalmar,Kristdemokraterna,6.5
0880 Kalmar,Miljöpartiet,5.2
0880 Kalmar,Socialdemokraterna,39.5
0880 Kalmar,Vänsterpartiet,4.8
0880 Kalmar,Sverigedemokraterna,3
0880 Kalmar,övriga partier,2
0880 Kalmar,ogiltiga valsedlar,..
0880 Kalmar,ej röstande,..
0881 Nybro,Moderaterna,18.9
0881 Nybro,Centerpartiet,12
0881 Nybro,Folkpartiet,3.6
0881 Nybro,Kristdemokraterna,7
0881 Nybro,Miljöpartiet,2.7
0881 Nybro,Socialdemokraterna,44.3
0881 Nybro,Vänsterpartiet,5.3
0881 Nybro,Sverigedemokraterna,3
0881 Nybro,övriga partier,3.2
0881 Nybro,ogiltiga valsedlar,..
0881 Nybro,ej röstande,..
0882 Oskarshamn,Moderaterna,21.2
0882 Oskarshamn,Centerpartiet,6
0882 Oskarshamn,Folkpartiet,4.9
0882 Oskarshamn,Kristdemokraterna,8.5
0882 Oskarshamn,Miljöpartiet,2.8
0882 Oskarshamn,Socialdemokraterna,44.3
0882 Oskarshamn,Vänsterpartiet,6.8
0882 Oskarshamn,Sverigedemokraterna,4
0882 Oskarshamn,övriga partier,1.6
0882 Oskarshamn,ogiltiga valsedlar,..
0882 Oskarshamn,ej röstande,..
0883 Västervik,Moderaterna,20.1
0883 Västervik,Centerpartiet,9.3
0883 Västervik,Folkpartiet,6.3
0883 Västervik,Kristdemokraterna,5.8
0883 Västervik,Miljöpartiet,4.2
0883 Västervik,Socialdemokraterna,45.3
0883 Västervik,Vänsterpartiet,5.5
0883 Västervik,Sverigedemokraterna,2.1
0883 Västervik,övriga partier,1.5
0883 Västervik,ogiltiga valsedlar,..
0883 Västervik,ej röstande,..
0884 Vimmerby,Moderaterna,18.6
0884 Vimmerby,Centerpartiet,17.2
0884 Vimmerby,Folkpartiet,4.1
0884 Vimmerby,Kristdemokraterna,8.3
0884 Vimmerby,Miljöpartiet,3.5
0884 Vimmerby,Socialdemokraterna,39.5
0884 Vimmerby,Vänsterpartiet,4.1
0884 Vimmerby,Sverigedemokraterna,3.1
0884 Vimmerby,övriga partier,1.7
0884 Vimmerby,ogiltiga valsedlar,..
0884 Vimmerby,ej röstande,..
0885 Borgholm,Moderaterna,26.2
0885 Borgholm,Centerpartiet,21.5
0885 Borgholm,Folkpartiet,4.5
0885 Borgholm,Kristdemokraterna,8
0885 Borgholm,Miljöpartiet,4
0885 Borgholm,Socialdemokraterna,26.8
0885 Borgholm,Vänsterpartiet,3.8
0885 Borgholm,Sverigedemokraterna,3.5
0885 Borgholm,övriga partier,1.8
0885 Borgholm,ogiltiga valsedlar,..
0885 Borgholm,ej röstande,..
0980 Gotland,Moderaterna,21.6
0980 Gotland,Centerpartiet,19.3
0980 Gotland,Folkpartiet,4.3
0980 Gotland,Kristdemokraterna,3.8
0980 Gotland,Miljöpartiet,6.3
0980 Gotland,Socialdemokraterna,34.9
0980 Gotland,Vänsterpartiet,6
0980 Gotland,Sverigedemokraterna,1.6
0980 Gotland,övriga partier,2.3
0980 Gotland,ogiltiga valsedlar,..
0980 Gotland,ej röstande,..
1060 Olofström,Moderaterna,14.5
1060 Olofström,Centerpartiet,6.9
1060 Olofström,Folkpartiet,5.3
1060 Olofström,Kristdemokraterna,5.2
1060 Olofström,Miljöpartiet,2.4
1060 Olofström,Socialdemokraterna,51.6
1060 Olofström,Vänsterpartiet,6.3
1060 Olofström,Sverigedemokraterna,6.1
1060 Olofström,övriga partier,1.6
1060 Olofström,ogiltiga valsedlar,..
1060 Olofström,ej röstande,..
1080 Karlskrona,Moderaterna,23.6
1080 Karlskrona,Centerpartiet,7.1
1080 Karlskrona,Folkpartiet,7.5
1080 Karlskrona,Kristdemokraterna,5.8
1080 Karlskrona,Miljöpartiet,4.1
1080 Karlskrona,Socialdemokraterna,40
1080 Karlskrona,Vänsterpartiet,4.5
1080 Karlskrona,Sverigedemokraterna,5.9
1080 Karlskrona,övriga partier,1.6
1080 Karlskrona,ogiltiga valsedlar,..
1080 Karlskrona,ej röstande,..
1081 Ronneby,Moderaterna,21.4
1081 Ronneby,Centerpartiet,9
1081 Ronneby,Folkpartiet,5.9
1081 Ronneby,Kristdemokraterna,4.5
1081 Ronneby,Miljöpartiet,3.4
1081 Ronneby,Socialdemokraterna,41.7
1081 Ronneby,Vänsterpartiet,6.2
1081 Ronneby,Sverigedemokraterna,5.9
1081 Ronneby,övriga partier,2.1
1081 Ronneby,ogiltiga valsedlar,..
1081 Ronneby,ej röstande,..
1082 Karlshamn,Moderaterna,19.7
1082 Karlshamn,Centerpartiet,6.5
1082 Karlshamn,Folkpartiet,6
1082 Karlshamn,Kristdemokraterna,4.5
1082 Karlshamn,Miljöpartiet,4.2
1082 Karlshamn,Socialdemokraterna,44.6
1082 Karlshamn,Vänsterpartiet,6.7
1082 Karlshamn,Sverigedemokraterna,6.3
1082 Karlshamn,övriga partier,1.4
1082 Karlshamn,ogiltiga valsedlar,..
1082 Karlshamn,ej röstande,..
1083 Sölvesborg,Moderaterna,27.2
1083 Sölvesborg,Centerpartiet,5.6
1083 Sölvesborg,Folkpartiet,4.7
1083 Sölvesborg,Kristdemokraterna,5.1
1083 Sölvesborg,Miljöpartiet,2.3
1083 Sölvesborg,Socialdemokraterna,41.1
1083 Sölvesborg,Vänsterpartiet,4.6
1083 Sölvesborg,Sverigedemokraterna,7.9
1083 Sölvesborg,övriga partier,1.7
1083 Sölvesborg,ogiltiga valsedlar,..
1083 Sölvesborg,ej röstande,..
1214 Svalöv,Moderaterna,22.9
1214 Svalöv,Centerpartiet,13.8
1214 Svalöv,Folkpartiet,5.9
1214 Svalöv,Kristdemokraterna,4.3
1214 Svalöv,Miljöpartiet,3
1214 Svalöv,Socialdemokraterna,35.7
1214 Svalöv,Vänsterpartiet,3
1214 Svalöv,Sverigedemokraterna,9.7
1214 Svalöv,övriga partier,1.7
1214 Svalöv,ogiltiga valsedlar,..
1214 Svalöv,ej röstande,..
1229 Bara,Moderaterna,..
1229 Bara,Centerpartiet,..
1229 Bara,Folkpartiet,..
1229 Bara,Kristdemokraterna,..
1229 Bara,Miljöpartiet,..
1229 Bara,Socialdemokraterna,..
1229 Bara,Vänsterpartiet,..
1229 Bara,Sverigedemokraterna,..
1229 Bara,övriga partier,..
1229 Bara,ogiltiga valsedlar,..
1229 Bara,ej röstande,..
1230 Staffanstorp,Moderaterna,36
1230 Staffanstorp,Centerpartiet,5.2
1230 Staffanstorp,Folkpartiet,8.5
1230 Staffanstorp,Kristdemokraterna,4.3
1230 Staffanstorp,Miljöpartiet,3.3
1230 Staffanstorp,Socialdemokraterna,32
1230 Staffanstorp,Vänsterpartiet,2.2
1230 Staffanstorp,Sverigedemokraterna,5.2
1230 Staffanstorp,övriga partier,3.3
1230 Staffanstorp,ogiltiga valsedlar,..
1230 Staffanstorp,ej röstande,..
1231 Burlöv,Moderaterna,24.7
1231 Burlöv,Centerpartiet,3.2
1231 Burlöv,Folkpartiet,7.4
1231 Burlöv,Kristdemokraterna,3.3
1231 Burlöv,Miljöpartiet,3.1
1231 Burlöv,Socialdemokraterna,42.3
1231 Burlöv,Vänsterpartiet,4.3
1231 Burlöv,Sverigedemokraterna,8
1231 Burlöv,övriga partier,3.7
1231 Burlöv,ogiltiga valsedlar,..
1231 Burlöv,ej röstande,..
1233 Vellinge,Moderaterna,55.9
1233 Vellinge,Centerpartiet,3.7
1233 Vellinge,Folkpartiet,8.8
1233 Vellinge,Kristdemokraterna,5.6
1233 Vellinge,Miljöpartiet,1.9
1233 Vellinge,Socialdemokraterna,16.8
1233 Vellinge,Vänsterpartiet,1.1
1233 Vellinge,Sverigedemokraterna,4.2
1233 Vellinge,övriga partier,2
1233 Vellinge,ogiltiga valsedlar,..
1233 Vellinge,ej röstande,..
1256 Östra Göinge,Moderaterna,18.5
1256 Östra Göinge,Centerpartiet,8.2
1256 Östra Göinge,Folkpartiet,5.7
1256 Östra Göinge,Kristdemokraterna,7
1256 Östra Göinge,Miljöpartiet,2.7
1256 Östra Göinge,Socialdemokraterna,46
1256 Östra Göinge,Vänsterpartiet,3.7
1256 Östra Göinge,Sverigedemokraterna,5.9
1256 Östra Göinge,övriga partier,2.4
1256 Östra Göinge,ogiltiga valsedlar,..
1256 Östra Göinge,ej röstande,..
1257 Örkelljunga,Moderaterna,26.5
1257 Örkelljunga,Centerpartiet,7.8
1257 Örkelljunga,Folkpartiet,6
1257 Örkelljunga,Kristdemokraterna,13.9
1257 Örkelljunga,Miljöpartiet,1.9
1257 Örkelljunga,Socialdemokraterna,29.7
1257 Örkelljunga,Vänsterpartiet,2.4
1257 Örkelljunga,Sverigedemokraterna,7.5
1257 Örkelljunga,övriga partier,4.4
1257 Örkelljunga,ogiltiga valsedlar,..
1257 Örkelljunga,ej röstande,..
1260 Bjuv,Moderaterna,20.7
1260 Bjuv,Centerpartiet,4.4
1260 Bjuv,Folkpartiet,4.9
1260 Bjuv,Kristdemokraterna,4.3
1260 Bjuv,Miljöpartiet,2
1260 Bjuv,Socialdemokraterna,48.2
1260 Bjuv,Vänsterpartiet,3
1260 Bjuv,Sverigedemokraterna,10.3
1260 Bjuv,övriga partier,2.3
1260 Bjuv,ogiltiga valsedlar,..
1260 Bjuv,ej röstande,..
1261 Kävlinge,Moderaterna,31.8
1261 Kävlinge,Centerpartiet,5.6
1261 Kävlinge,Folkpartiet,8.6
1261 Kävlinge,Kristdemokraterna,4.2
1261 Kävlinge,Miljöpartiet,2.6
1261 Kävlinge,Socialdemokraterna,35.3
1261 Kävlinge,Vänsterpartiet,2.2
1261 Kävlinge,Sverigedemokraterna,7
1261 Kävlinge,övriga partier,2.8
1261 Kävlinge,ogiltiga valsedlar,..
1261 Kävlinge,ej röstande,..
1262 Lomma,Moderaterna,44.6
1262 Lomma,Centerpartiet,5.2
1262 Lomma,Folkpartiet,11
1262 Lomma,Kristdemokraterna,5.3
1262 Lomma,Miljöpartiet,2.9
1262 Lomma,Socialdemokraterna,22.3
1262 Lomma,Vänsterpartiet,1.6
1262 Lomma,Sverigedemokraterna,3.9
1262 Lomma,övriga partier,3.1
1262 Lomma,ogiltiga valsedlar,..
1262 Lomma,ej röstande,..
1263 Svedala,Moderaterna,30.4
1263 Svedala,Centerpartiet,4.6
1263 Svedala,Folkpartiet,8.2
1263 Svedala,Kristdemokraterna,3.9
1263 Svedala,Miljöpartiet,2.7
1263 Svedala,Socialdemokraterna,36.4
1263 Svedala,Vänsterpartiet,2.2
1263 Svedala,Sverigedemokraterna,9.3
1263 Svedala,övriga partier,2.4
1263 Svedala,ogiltiga valsedlar,..
1263 Svedala,ej röstande,..
1264 Skurup,Moderaterna,29
1264 Skurup,Centerpartiet,8.8
1264 Skurup,Folkpartiet,6.5
1264 Skurup,Kristdemokraterna,4.6
1264 Skurup,Miljöpartiet,2.9
1264 Skurup,Socialdemokraterna,35.2
1264 Skurup,Vänsterpartiet,2.8
1264 Skurup,Sverigedemokraterna,7.8
1264 Skurup,övriga partier,2.4
1264 Skurup,ogiltiga valsedlar,..
1264 Skurup,ej röstande,..
1265 Sjöbo,Moderaterna,29.6
1265 Sjöbo,Centerpartiet,10.5
1265 Sjöbo,Folkpartiet,5.2
1265 Sjöbo,Kristdemokraterna,5.9
1265 Sjöbo,Miljöpartiet,2.7
1265 Sjöbo,Socialdemokraterna,32.2
1265 Sjöbo,Vänsterpartiet,3
1265 Sjöbo,Sverigedemokraterna,8.9
1265 Sjöbo,övriga partier,2
1265 Sjöbo,ogiltiga valsedlar,..
1265 Sjöbo,ej röstande,..
1266 Hörby,Moderaterna,26.7
1266 Hörby,Centerpartiet,12.4
1266 Hörby,Folkpartiet,7
1266 Hörby,Kristdemokraterna,6.3
1266 Hörby,Miljöpartiet,3.1
1266 Hörby,Socialdemokraterna,28.8
1266 Hörby,Vänsterpartiet,2.4
1266 Hörby,Sverigedemokraterna,8
1266 Hörby,övriga partier,5.1
1266 Hörby,ogiltiga valsedlar,..
1266 Hörby,ej röstande,..
1267 Höör,Moderaterna,28.2
1267 Höör,Centerpartiet,8.6
1267 Höör,Folkpartiet,7.2
1267 Höör,Kristdemokraterna,5.7
1267 Höör,Miljöpartiet,5.2
1267 Höör,Socialdemokraterna,30.7
1267 Höör,Vänsterpartiet,3.8
1267 Höör,Sverigedemokraterna,7.7
1267 Höör,övriga partier,3
1267 Höör,ogiltiga valsedlar,..
1267 Höör,ej röstande,..
1270 Tomelilla,Moderaterna,27.6
1270 Tomelilla,Centerpartiet,11.8
1270 Tomelilla,Folkpartiet,5.2
1270 Tomelilla,Kristdemokraterna,5.3
1270 Tomelilla,Miljöpartiet,3.3
1270 Tomelilla,Socialdemokraterna,32.7
1270 Tomelilla,Vänsterpartiet,3.2
1270 Tomelilla,Sverigedemokraterna,8.4
1270 Tomelilla,övriga partier,2.5
1270 Tomelilla,ogiltiga valsedlar,..
1270 Tomelilla,ej röstande,..
1272 Bromölla,Moderaterna,15.9
1272 Bromölla,Centerpartiet,4.7
1272 Bromölla,Folkpartiet,5.5
1272 Bromölla,Kristdemokraterna,4.5
1272 Bromölla,Miljöpartiet,2.3
1272 Bromölla,Socialdemokraterna,51.9
1272 Bromölla,Vänsterpartiet,5.8
1272 Bromölla,Sverigedemokraterna,7.4
1272 Bromölla,övriga partier,2.1
1272 Bromölla,ogiltiga valsedlar,..
1272 Bromölla,ej röstande,..
1273 Osby,Moderaterna,19.2
1273 Osby,Centerpartiet,9.9
1273 Osby,Folkpartiet,5.5
1273 Osby,Kristdemokraterna,7.8
1273 Osby,Miljöpartiet,2.9
1273 Osby,Socialdemokraterna,42.7
1273 Osby,Vänsterpartiet,4.1
1273 Osby,Sverigedemokraterna,6.5
1273 Osby,övriga partier,1.5
1273 Osby,ogiltiga valsedlar,..
1273 Osby,ej röstande,..
1275 Perstorp,Moderaterna,23.5
1275 Perstorp,Centerpartiet,7.1
1275 Perstorp,Folkpartiet,5.6
1275 Perstorp,Kristdemokraterna,5.8
1275 Perstorp,Miljöpartiet,1.7
1275 Perstorp,Socialdemokraterna,40.9
1275 Perstorp,Vänsterpartiet,5.4
1275 Perstorp,Sverigedemokraterna,6.1
1275 Perstorp,övriga partier,4
1275 Perstorp,ogiltiga valsedlar,..
1275 Perstorp,ej röstande,..
1276 Klippan,Moderaterna,27
1276 Klippan,Centerpartiet,7.3
1276 Klippan,Folkpartiet,5.4
1276 Klippan,Kristdemokraterna,6.5
1276 Klippan,Miljöpartiet,2.6
1276 Klippan,Socialdemokraterna,38.3
1276 Klippan,Vänsterpartiet,2.9
1276 Klippan,Sverigedemokraterna,7.5
1276 Klippan,övriga partier,2.6
1276 Klippan,ogiltiga valsedlar,..
1276 Klippan,ej röstande,..
1277 Åstorp,Moderaterna,23.4
1277 Åstorp,Centerpartiet,5.7
1277 Åstorp,Folkpartiet,5.1
1277 Åstorp,Kristdemokraterna,5
1277 Åstorp,Miljöpartiet,1.8
1277 Åstorp,Socialdemokraterna,45.3
1277 Åstorp,Vänsterpartiet,2.9
1277 Åstorp,Sverigedemokraterna,8.4
1277 Åstorp,övriga partier,2.4
1277 Åstorp,ogiltiga valsedlar,..
1277 Åstorp,ej röstande,..
1278 Båstad,Moderaterna,41.8
1278 Båstad,Centerpartiet,12.7
1278 Båstad,Folkpartiet,7.7
1278 Båstad,Kristdemokraterna,8.4
1278 Båstad,Miljöpartiet,3.7
1278 Båstad,Socialdemokraterna,18.2
1278 Båstad,Vänsterpartiet,1.8
1278 Båstad,Sverigedemokraterna,3.6
1278 Båstad,övriga partier,2.1
1278 Båstad,ogiltiga valsedlar,..
1278 Båstad,ej röstande,..
1280 Malmö,Moderaterna,28.5
1280 Malmö,Centerpartiet,2.9
1280 Malmö,Folkpartiet,8.9
1280 Malmö,Kristdemokraterna,3.5
1280 Malmö,Miljöpartiet,6.1
1280 Malmö,Socialdemokraterna,35.2
1280 Malmö,Vänsterpartiet,5.5
1280 Malmö,Sverigedemokraterna,5
1280 Malmö,övriga partier,4.6
1280 Malmö,ogiltiga valsedlar,..
1280 Malmö,ej röstande,..
1281 Lund,Moderaterna,29.8
1281 Lund,Centerpartiet,7.2
1281 Lund,Folkpartiet,12.3
1281 Lund,Kristdemokraterna,4.4
1281 Lund,Miljöpartiet,9.1
1281 Lund,Socialdemokraterna,25.7
1281 Lund,Vänsterpartiet,5.9
1281 Lund,Sverigedemokraterna,2.5
1281 Lund,övriga partier,3
1281 Lund,ogiltiga valsedlar,..
1281 Lund,ej röstande,..
1282 Landskrona,Moderaterna,24.2
