region,parti,procent
0136 Haninge,ej röstande,..
0138 Tyresö,Moderaterna,42.2
0138 Tyresö,Centerpartiet,4.8
0138 Tyresö,Folkpartiet,8.4
0138 Tyresö,Kristdemokraterna,5.5
0138 Tyresö,Miljöpartiet,8.2
0138 Tyresö,Socialdemokraterna,21.5
0138 Tyresö,Vänsterpartiet,4
0138 Tyresö,Sverigedemokraterna,4.1
0138 Tyresö,övriga partier,1.3
0138 Tyresö,ogiltiga valsedlar,..
0138 Tyresö,ej röstande,..
0139 Upplands-Bro,Moderaterna,35.1
0139 Upplands-Bro,Centerpartiet,4.2
0139 Upplands-Bro,Folkpartiet,8.2
0139 Upplands-Bro,Kristdemokraterna,7
0139 Upplands-Bro,Miljöpartiet,6.8
0139 Upplands-Bro,Socialdemokraterna,27.7
0139 Upplands-Bro,Vänsterpartiet,4.5
0139 Upplands-Bro,Sverigedemokraterna,5.2
0139 Upplands-Bro,övriga partier,1.4
0139 Upplands-Bro,ogiltiga valsedlar,..
0139 Upplands-Bro,ej röstande,..
0140 Nykvarn,Moderaterna,41.7
0140 Nykvarn,Centerpartiet,5.1
0140 Nykvarn,Folkpartiet,6.9
0140 Nykvarn,Kristdemokraterna,5
0140 Nykvarn,Miljöpartiet,6.1
0140 Nykvarn,Socialdemokraterna,23.9
0140 Nykvarn,Vänsterpartiet,2.5
0140 Nykvarn,Sverigedemokraterna,7.3
0140 Nykvarn,övriga partier,1.5
0140 Nykvarn,ogiltiga valsedlar,..
0140 Nykvarn,ej röstande,..
0160 Täby,Moderaterna,50.8
0160 Täby,Centerpartiet,7.8
0160 Täby,Folkpartiet,11.5
0160 Täby,Kristdemokraterna,8.7
0160 Täby,Miljöpartiet,5.2
0160 Täby,Socialdemokraterna,10.7
0160 Täby,Vänsterpartiet,1.9
0160 Täby,Sverigedemokraterna,2.3
0160 Täby,övriga partier,1
0160 Täby,ogiltiga valsedlar,..
0160 Täby,ej röstande,..
0162 Danderyd,Moderaterna,52.1
0162 Danderyd,Centerpartiet,11.1
0162 Danderyd,Folkpartiet,10.1
0162 Danderyd,Kristdemokraterna,13.3
0162 Danderyd,Miljöpartiet,3.9
0162 Danderyd,Socialdemokraterna,5.8
0162 Danderyd,Vänsterpartiet,1.2
0162 Danderyd,Sverigedemokraterna,1.7
0162 Danderyd,övriga partier,0.8
0162 Danderyd,ogiltiga valsedlar,..
0162 Danderyd,ej röstande,..
0163 Sollentuna,Moderaterna,42.2
0163 Sollentuna,Centerpartiet,7
0163 Sollentuna,Folkpartiet,9.8
0163 Sollentuna,Kristdemokraterna,7.7
0163 Sollentuna,Miljöpartiet,7.3
0163 Sollentuna,Socialdemokraterna,17.8
0163 Sollentuna,Vänsterpartiet,3.8
0163 Sollentuna,Sverigedemokraterna,3.2
0163 Sollentuna,övriga partier,1.3
0163 Sollentuna,ogiltiga valsedlar,..
0163 Sollentuna,ej röstande,..
0180 Stockholm,Moderaterna,34.3
0180 Stockholm,Centerpartiet,6.3
0180 Stockholm,Folkpartiet,8.6
0180 Stockholm,Kristdemokraterna,5.3
0180 Stockholm,Miljöpartiet,12.2
0180 Stockholm,Socialdemokraterna,20.9
0180 Stockholm,Vänsterpartiet,7.4
0180 Stockholm,Sverigedemokraterna,3.2
0180 Stockholm,övriga partier,1.8
0180 Stockholm,ogiltiga valsedlar,..
0180 Stockholm,ej röstande,..
0181 Södertälje,Moderaterna,29.5
0181 Södertälje,Centerpartiet,3.9
0181 Södertälje,Folkpartiet,6.2
0181 Södertälje,Kristdemokraterna,5.4
0181 Södertälje,Miljöpartiet,8.3
0181 Södertälje,Socialdemokraterna,34
0181 Södertälje,Vänsterpartiet,5.2
0181 Södertälje,Sverigedemokraterna,5.6
0181 Södertälje,övriga partier,2
0181 Södertälje,ogiltiga valsedlar,..
0181 Södertälje,ej röstande,..
0182 Nacka,Moderaterna,44
0182 Nacka,Centerpartiet,7.4
0182 Nacka,Folkpartiet,9
0182 Nacka,Kristdemokraterna,6.9
0182 Nacka,Miljöpartiet,8.7
0182 Nacka,Socialdemokraterna,16
0182 Nacka,Vänsterpartiet,4
0182 Nacka,Sverigedemokraterna,2.7
0182 Nacka,övriga partier,1.3
0182 Nacka,ogiltiga valsedlar,..
0182 Nacka,ej röstande,..
0183 Sundbyberg,Moderaterna,34.6
0183 Sundbyberg,Centerpartiet,4.5
0183 Sundbyberg,Folkpartiet,7.9
0183 Sundbyberg,Kristdemokraterna,4
0183 Sundbyberg,Miljöpartiet,9.9
0183 Sundbyberg,Socialdemokraterna,25.9
0183 Sundbyberg,Vänsterpartiet,6.9
0183 Sundbyberg,Sverigedemokraterna,4.4
0183 Sundbyberg,övriga partier,1.8
0183 Sundbyberg,ogiltiga valsedlar,..
0183 Sundbyberg,ej röstande,..
0184 Solna,Moderaterna,38.1
0184 Solna,Centerpartiet,5.8
0184 Solna,Folkpartiet,9.1
0184 Solna,Kristdemokraterna,5.4
0184 Solna,Miljöpartiet,10
0184 Solna,Socialdemokraterna,20.6
0184 Solna,Vänsterpartiet,6.1
0184 Solna,Sverigedemokraterna,3.4
0184 Solna,övriga partier,1.6
0184 Solna,ogiltiga valsedlar,..
0184 Solna,ej röstande,..
0186 Lidingö,Moderaterna,48.7
0186 Lidingö,Centerpartiet,10.1
0186 Lidingö,Folkpartiet,10.7
0186 Lidingö,Kristdemokraterna,10
0186 Lidingö,Miljöpartiet,5.7
0186 Lidingö,Socialdemokraterna,9.2
0186 Lidingö,Vänsterpartiet,1.9
0186 Lidingö,Sverigedemokraterna,2.7
0186 Lidingö,övriga partier,0.9
0186 Lidingö,ogiltiga valsedlar,..
0186 Lidingö,ej röstande,..
0187 Vaxholm,Moderaterna,48.5
0187 Vaxholm,Centerpartiet,8.5
0187 Vaxholm,Folkpartiet,9.3
0187 Vaxholm,Kristdemokraterna,6.9
0187 Vaxholm,Miljöpartiet,7.6
0187 Vaxholm,Socialdemokraterna,12.4
0187 Vaxholm,Vänsterpartiet,3
0187 Vaxholm,Sverigedemokraterna,2.7
0187 Vaxholm,övriga partier,1.2
0187 Vaxholm,ogiltiga valsedlar,..
0187 Vaxholm,ej röstande,..
0188 Norrtälje,Moderaterna,36.1
0188 Norrtälje,Centerpartiet,8
0188 Norrtälje,Folkpartiet,6.6
0188 Norrtälje,Kristdemokraterna,4.9
0188 Norrtälje,Miljöpartiet,7.2
0188 Norrtälje,Socialdemokraterna,26.5
0188 Norrtälje,Vänsterpartiet,4.5
0188 Norrtälje,Sverigedemokraterna,5
0188 Norrtälje,övriga partier,1.3
0188 Norrtälje,ogiltiga valsedlar,..
0188 Norrtälje,ej röstande,..
0191 Sigtuna,Moderaterna,38.2
0191 Sigtuna,Centerpartiet,4.5
0191 Sigtuna,Folkpartiet,7.1
0191 Sigtuna,Kristdemokraterna,5.9
0191 Sigtuna,Miljöpartiet,6.3
0191 Sigtuna,Socialdemokraterna,27.9
0191 Sigtuna,Vänsterpartiet,3.8
0191 Sigtuna,Sverigedemokraterna,5
0191 Sigtuna,övriga partier,1.2
0191 Sigtuna,ogiltiga valsedlar,..
0191 Sigtuna,ej röstande,..
0192 Nynäshamn,Moderaterna,35
0192 Nynäshamn,Centerpartiet,4.5
0192 Nynäshamn,Folkpartiet,6.3
0192 Nynäshamn,Kristdemokraterna,4.8
0192 Nynäshamn,Miljöpartiet,7.2
0192 Nynäshamn,Socialdemokraterna,29.3
0192 Nynäshamn,Vänsterpartiet,5.4
0192 Nynäshamn,Sverigedemokraterna,6.1
0192 Nynäshamn,övriga partier,1.4
0192 Nynäshamn,ogiltiga valsedlar,..
0192 Nynäshamn,ej röstande,..
0305 Håbo,Moderaterna,42.6
0305 Håbo,Centerpartiet,5
0305 Håbo,Folkpartiet,7.2
0305 Håbo,Kristdemokraterna,4.7
0305 Håbo,Miljöpartiet,5.5
0305 Håbo,Socialdemokraterna,24.9
0305 Håbo,Vänsterpartiet,3.1
0305 Håbo,Sverigedemokraterna,5.9
0305 Håbo,övriga partier,1.1
0305 Håbo,ogiltiga valsedlar,..
0305 Håbo,ej röstande,..
0319 Älvkarleby,Moderaterna,19.3
0319 Älvkarleby,Centerpartiet,3.2
0319 Älvkarleby,Folkpartiet,5
0319 Älvkarleby,Kristdemokraterna,2.5
0319 Älvkarleby,Miljöpartiet,5.2
0319 Älvkarleby,Socialdemokraterna,48.9
0319 Älvkarleby,Vänsterpartiet,6.8
0319 Älvkarleby,Sverigedemokraterna,7.9
0319 Älvkarleby,övriga partier,1
0319 Älvkarleby,ogiltiga valsedlar,..
0319 Älvkarleby,ej röstande,..
0330 Knivsta,Moderaterna,38.2
0330 Knivsta,Centerpartiet,9.2
0330 Knivsta,Folkpartiet,9.5
0330 Knivsta,Kristdemokraterna,7.1
0330 Knivsta,Miljöpartiet,7.4
0330 Knivsta,Socialdemokraterna,19.2
0330 Knivsta,Vänsterpartiet,3.5
0330 Knivsta,Sverigedemokraterna,4.4
0330 Knivsta,övriga partier,1.4
0330 Knivsta,ogiltiga valsedlar,..
0330 Knivsta,ej röstande,..
0331 Heby,Moderaterna,23.8
0331 Heby,Centerpartiet,14.4
0331 Heby,Folkpartiet,5.2
0331 Heby,Kristdemokraterna,5.5
0331 Heby,Miljöpartiet,4.3
0331 Heby,Socialdemokraterna,33.9
0331 Heby,Vänsterpartiet,4.8
0331 Heby,Sverigedemokraterna,6.9
0331 Heby,övriga partier,1.3
0331 Heby,ogiltiga valsedlar,..
0331 Heby,ej röstande,..
0360 Tierp,Moderaterna,20.6
0360 Tierp,Centerpartiet,10.4
0360 Tierp,Folkpartiet,4.6
0360 Tierp,Kristdemokraterna,3.6
0360 Tierp,Miljöpartiet,4.7
0360 Tierp,Socialdemokraterna,42.9
0360 Tierp,Vänsterpartiet,5.3
0360 Tierp,Sverigedemokraterna,6.3
0360 Tierp,övriga partier,1.6
0360 Tierp,ogiltiga valsedlar,..
0360 Tierp,ej röstande,..
0380 Uppsala,Moderaterna,29.5
0380 Uppsala,Centerpartiet,7.6
0380 Uppsala,Folkpartiet,9.1
0380 Uppsala,Kristdemokraterna,6.4
0380 Uppsala,Miljöpartiet,11.2
0380 Uppsala,Socialdemokraterna,24
0380 Uppsala,Vänsterpartiet,6.4
0380 Uppsala,Sverigedemokraterna,3.8
0380 Uppsala,övriga partier,2
0380 Uppsala,ogiltiga valsedlar,..
0380 Uppsala,ej röstande,..
0381 Enköping,Moderaterna,34.8
0381 Enköping,Centerpartiet,10
0381 Enköping,Folkpartiet,5.3
0381 Enköping,Kristdemokraterna,4.6
0381 Enköping,Miljöpartiet,6
0381 Enköping,Socialdemokraterna,29.1
0381 Enköping,Vänsterpartiet,3.6
0381 Enköping,Sverigedemokraterna,5.4
0381 Enköping,övriga partier,1.1
0381 Enköping,ogiltiga valsedlar,..
0381 Enköping,ej röstande,..
0382 Östhammar,Moderaterna,28.2
0382 Östhammar,Centerpartiet,10.7
0382 Östhammar,Folkpartiet,5.8
0382 Östhammar,Kristdemokraterna,4.2
0382 Östhammar,Miljöpartiet,4.4
0382 Östhammar,Socialdemokraterna,35.3
0382 Östhammar,Vänsterpartiet,4.5
0382 Östhammar,Sverigedemokraterna,5.5
0382 Östhammar,övriga partier,1.3
0382 Östhammar,ogiltiga valsedlar,..
0382 Östhammar,ej röstande,..
0428 Vingåker,Moderaterna,24.1
0428 Vingåker,Centerpartiet,6.9
0428 Vingåker,Folkpartiet,4.1
0428 Vingåker,Kristdemokraterna,4.7
0428 Vingåker,Miljöpartiet,6.5
0428 Vingåker,Socialdemokraterna,41.5
0428 Vingåker,Vänsterpartiet,4.1
0428 Vingåker,Sverigedemokraterna,7.3
0428 Vingåker,övriga partier,0.9
0428 Vingåker,ogiltiga valsedlar,..
0428 Vingåker,ej röstande,..
0461 Gnesta,Moderaterna,29.5
0461 Gnesta,Centerpartiet,8.9
0461 Gnesta,Folkpartiet,5.8
0461 Gnesta,Kristdemokraterna,4
0461 Gnesta,Miljöpartiet,9.8
0461 Gnesta,Socialdemokraterna,28.7
0461 Gnesta,Vänsterpartiet,5.7
0461 Gnesta,Sverigedemokraterna,6
0461 Gnesta,övriga partier,1.6
0461 Gnesta,ogiltiga valsedlar,..
0461 Gnesta,ej röstande,..
0480 Nyköping,Moderaterna,27.9
0480 Nyköping,Centerpartiet,6
0480 Nyköping,Folkpartiet,7
0480 Nyköping,Kristdemokraterna,5.4
0480 Nyköping,Miljöpartiet,8.2
0480 Nyköping,Socialdemokraterna,34.4
0480 Nyköping,Vänsterpartiet,4.8
0480 Nyköping,Sverigedemokraterna,5.3
0480 Nyköping,övriga partier,1.1
0480 Nyköping,ogiltiga valsedlar,..
0480 Nyköping,ej röstande,..
0481 Oxelösund,Moderaterna,23.1
0481 Oxelösund,Centerpartiet,2.8
0481 Oxelösund,Folkpartiet,5.3
0481 Oxelösund,Kristdemokraterna,3.3
0481 Oxelösund,Miljöpartiet,7.2
0481 Oxelösund,Socialdemokraterna,44.2
0481 Oxelösund,Vänsterpartiet,7.8
0481 Oxelösund,Sverigedemokraterna,4.8
0481 Oxelösund,övriga partier,1.4
0481 Oxelösund,ogiltiga valsedlar,..
0481 Oxelösund,ej röstande,..
0482 Flen,Moderaterna,24.2
0482 Flen,Centerpartiet,8.2
0482 Flen,Folkpartiet,4.8
0482 Flen,Kristdemokraterna,4.9
0482 Flen,Miljöpartiet,5.9
0482 Flen,Socialdemokraterna,38.7
0482 Flen,Vänsterpartiet,5.5
0482 Flen,Sverigedemokraterna,6.9
0482 Flen,övriga partier,0.9
0482 Flen,ogiltiga valsedlar,..
0482 Flen,ej röstande,..
0483 Katrineholm,Moderaterna,25
0483 Katrineholm,Centerpartiet,6.3
0483 Katrineholm,Folkpartiet,6.8
0483 Katrineholm,Kristdemokraterna,4.3
0483 Katrineholm,Miljöpartiet,7.6
0483 Katrineholm,Socialdemokraterna,38.4
0483 Katrineholm,Vänsterpartiet,4.6
0483 Katrineholm,Sverigedemokraterna,6.3
0483 Katrineholm,övriga partier,0.8
0483 Katrineholm,ogiltiga valsedlar,..
0483 Katrineholm,ej röstande,..
0484 Eskilstuna,Moderaterna,26.2
0484 Eskilstuna,Centerpartiet,4.6
0484 Eskilstuna,Folkpartiet,6.7
0484 Eskilstuna,Kristdemokraterna,4.4
0484 Eskilstuna,Miljöpartiet,7.9
0484 Eskilstuna,Socialdemokraterna,35.8
0484 Eskilstuna,Vänsterpartiet,5.4
0484 Eskilstuna,Sverigedemokraterna,7.9
0484 Eskilstuna,övriga partier,1
0484 Eskilstuna,ogiltiga valsedlar,..
0484 Eskilstuna,ej röstande,..
0486 Strängnäs,Moderaterna,35.2
0486 Strängnäs,Centerpartiet,6.7
0486 Strängnäs,Folkpartiet,7.7
0486 Strängnäs,Kristdemokraterna,5.4
0486 Strängnäs,Miljöpartiet,6.7
0486 Strängnäs,Socialdemokraterna,26.8
0486 Strängnäs,Vänsterpartiet,4.2
0486 Strängnäs,Sverigedemokraterna,6.3
0486 Strängnäs,övriga partier,1
0486 Strängnäs,ogiltiga valsedlar,..
0486 Strängnäs,ej röstande,..
0488 Trosa,Moderaterna,41.3
0488 Trosa,Centerpartiet,5.2
0488 Trosa,Folkpartiet,7
0488 Trosa,Kristdemokraterna,5.4
0488 Trosa,Miljöpartiet,7.4
0488 Trosa,Socialdemokraterna,23.5
0488 Trosa,Vänsterpartiet,3.5
0488 Trosa,Sverigedemokraterna,5.8
0488 Trosa,övriga partier,1
0488 Trosa,ogiltiga valsedlar,..
0488 Trosa,ej röstande,..
0509 Ödeshög,Moderaterna,26.5
0509 Ödeshög,Centerpartiet,9.6
0509 Ödeshög,Folkpartiet,3.8
0509 Ödeshög,Kristdemokraterna,12.4
0509 Ödeshög,Miljöpartiet,5.9
0509 Ödeshög,Socialdemokraterna,31.2
0509 Ödeshög,Vänsterpartiet,3.8
0509 Ödeshög,Sverigedemokraterna,5.9
0509 Ödeshög,övriga partier,0.9
0509 Ödeshög,ogiltiga valsedlar,..
0509 Ödeshög,ej röstande,..
0512 Ydre,Moderaterna,25.5
0512 Ydre,Centerpartiet,16
0512 Ydre,Folkpartiet,5.1
0512 Ydre,Kristdemokraterna,11.3
0512 Ydre,Miljöpartiet,4.9
0512 Ydre,Socialdemokraterna,28.2
0512 Ydre,Vänsterpartiet,2.9
0512 Ydre,Sverigedemokraterna,5.8
0512 Ydre,övriga partier,0.4
0512 Ydre,ogiltiga valsedlar,..
0512 Ydre,ej röstande,..
0513 Kinda,Moderaterna,25
0513 Kinda,Centerpartiet,13.2
0513 Kinda,Folkpartiet,5
0513 Kinda,Kristdemokraterna,6.7
0513 Kinda,Miljöpartiet,6.3
0513 Kinda,Socialdemokraterna,32.1
0513 Kinda,Vänsterpartiet,4.7
0513 Kinda,Sverigedemokraterna,6.3
0513 Kinda,övriga partier,0.7
0513 Kinda,ogiltiga valsedlar,..
0513 Kinda,ej röstande,..
0560 Boxholm,Moderaterna,20.2
0560 Boxholm,Centerpartiet,9.1
0560 Boxholm,Folkpartiet,3.7
0560 Boxholm,Kristdemokraterna,5.1
0560 Boxholm,Miljöpartiet,4.9
0560 Boxholm,Socialdemokraterna,45.4
0560 Boxholm,Vänsterpartiet,5.7
0560 Boxholm,Sverigedemokraterna,5.4
0560 Boxholm,övriga partier,0.5
0560 Boxholm,ogiltiga valsedlar,..
0560 Boxholm,ej röstande,..
0561 Åtvidaberg,Moderaterna,25.2
0561 Åtvidaberg,Centerpartiet,8.2
0561 Åtvidaberg,Folkpartiet,4.8
0561 Åtvidaberg,Kristdemokraterna,5.1
0561 Åtvidaberg,Miljöpartiet,5.2
0561 Åtvidaberg,Socialdemokraterna,41.4
0561 Åtvidaberg,Vänsterpartiet,4.4
0561 Åtvidaberg,Sverigedemokraterna,5
0561 Åtvidaberg,övriga partier,0.6
0561 Åtvidaberg,ogiltiga valsedlar,..
0561 Åtvidaberg,ej röstande,..
0562 Finspång,Moderaterna,22.2
0562 Finspång,Centerpartiet,5.6
0562 Finspång,Folkpartiet,4.6
0562 Finspång,Kristdemokraterna,5.8
0562 Finspång,Miljöpartiet,5.8
0562 Finspång,Socialdemokraterna,43.9
0562 Finspång,Vänsterpartiet,6.1
0562 Finspång,Sverigedemokraterna,5.3
0562 Finspång,övriga partier,0.7
0562 Finspång,ogiltiga valsedlar,..
0562 Finspång,ej röstande,..
0563 Valdemarsvik,Moderaterna,26.2
0563 Valdemarsvik,Centerpartiet,11.9
0563 Valdemarsvik,Folkpartiet,4.2
0563 Valdemarsvik,Kristdemokraterna,5.2
0563 Valdemarsvik,Miljöpartiet,4.4
0563 Valdemarsvik,Socialdemokraterna,37
0563 Valdemarsvik,Vänsterpartiet,4.1
0563 Valdemarsvik,Sverigedemokraterna,6.4
0563 Valdemarsvik,övriga partier,0.6
0563 Valdemarsvik,ogiltiga valsedlar,..
0563 Valdemarsvik,ej röstande,..
0580 Linköping,Moderaterna,30.6
0580 Linköping,Centerpartiet,6.3
0580 Linköping,Folkpartiet,8.8
0580 Linköping,Kristdemokraterna,6.4
0580 Linköping,Miljöpartiet,9.4
0580 Linköping,Socialdemokraterna,27.6
0580 Linköping,Vänsterpartiet,4.7
0580 Linköping,Sverigedemokraterna,4.5
0580 Linköping,övriga partier,1.7
0580 Linköping,ogiltiga valsedlar,..
0580 Linköping,ej röstande,..
0581 Norrköping,Moderaterna,30.2
0581 Norrköping,Centerpartiet,4.7
0581 Norrköping,Folkpartiet,6
0581 Norrköping,Kristdemokraterna,5.2
0581 Norrköping,Miljöpartiet,7.9
0581 Norrköping,Socialdemokraterna,32.5
0581 Norrköping,Vänsterpartiet,5.7
0581 Norrköping,Sverigedemokraterna,6.1
0581 Norrköping,övriga partier,1.8
0581 Norrköping,ogiltiga valsedlar,..
0581 Norrköping,ej röstande,..
0582 Söderköping,Moderaterna,33.7
0582 Söderköping,Centerpartiet,10
0582 Söderköping,Folkpartiet,5.9
0582 Söderköping,Kristdemokraterna,6.6
0582 Söderköping,Miljöpartiet,7.1
0582 Söderköping,Socialdemokraterna,26.2
0582 Söderköping,Vänsterpartiet,4.2
0582 Söderköping,Sverigedemokraterna,5
0582 Söderköping,övriga partier,1.3
0582 Söderköping,ogiltiga valsedlar,..
0582 Söderköping,ej röstande,..
0583 Motala,Moderaterna,24
0583 Motala,Centerpartiet,4.6
0583 Motala,Folkpartiet,6.2
0583 Motala,Kristdemokraterna,4.6
0583 Motala,Miljöpartiet,5.2
0583 Motala,Socialdemokraterna,42.9
0583 Motala,Vänsterpartiet,5.5
0583 Motala,Sverigedemokraterna,5.7
0583 Motala,övriga partier,1.3
0583 Motala,ogiltiga valsedlar,..
0583 Motala,ej röstande,..
0584 Vadstena,Moderaterna,31.1
0584 Vadstena,Centerpartiet,6.2
0584 Vadstena,Folkpartiet,6.8
0584 Vadstena,Kristdemokraterna,6.7
0584 Vadstena,Miljöpartiet,6.6
0584 Vadstena,Socialdemokraterna,32.9
0584 Vadstena,Vänsterpartiet,3.9
0584 Vadstena,Sverigedemokraterna,5
0584 Vadstena,övriga partier,0.9
0584 Vadstena,ogiltiga valsedlar,..
0584 Vadstena,ej röstande,..
0586 Mjölby,Moderaterna,26
0586 Mjölby,Centerpartiet,6.8
0586 Mjölby,Folkpartiet,6.4
0586 Mjölby,Kristdemokraterna,5.7
0586 Mjölby,Miljöpartiet,5.8
0586 Mjölby,Socialdemokraterna,37.8
0586 Mjölby,Vänsterpartiet,5.1
0586 Mjölby,Sverigedemokraterna,4.8
0586 Mjölby,övriga partier,1.6
0586 Mjölby,ogiltiga valsedlar,..
0586 Mjölby,ej röstande,..
0604 Aneby,Moderaterna,22.6
0604 Aneby,Centerpartiet,12.3
0604 Aneby,Folkpartiet,5
0604 Aneby,Kristdemokraterna,17.7
0604 Aneby,Miljöpartiet,4.6
0604 Aneby,Socialdemokraterna,26.6
0604 Aneby,Vänsterpartiet,3
0604 Aneby,Sverigedemokraterna,7.6
0604 Aneby,övriga partier,0.6
0604 Aneby,ogiltiga valsedlar,..
0604 Aneby,ej röstande,..
0617 Gnosjö,Moderaterna,25.3
0617 Gnosjö,Centerpartiet,7.9
0617 Gnosjö,Folkpartiet,4.8
0617 Gnosjö,Kristdemokraterna,19.1
0617 Gnosjö,Miljöpartiet,2.9
0617 Gnosjö,Socialdemokraterna,29.6
0617 Gnosjö,Vänsterpartiet,2.7
0617 Gnosjö,Sverigedemokraterna,7
0617 Gnosjö,övriga partier,0.8
0617 Gnosjö,ogiltiga valsedlar,..
0617 Gnosjö,ej röstande,..
0642 Mullsjö,Moderaterna,25.6
0642 Mullsjö,Centerpartiet,5
0642 Mullsjö,Folkpartiet,5.2
0642 Mullsjö,Kristdemokraterna,18.8
0642 Mullsjö,Miljöpartiet,5.8
0642 Mullsjö,Socialdemokraterna,27.8
0642 Mullsjö,Vänsterpartiet,4.8
0642 Mullsjö,Sverigedemokraterna,6.1
0642 Mullsjö,övriga partier,0.9
0642 Mullsjö,ogiltiga valsedlar,..
0642 Mullsjö,ej röstande,..
0643 Habo,Moderaterna,30.3
0643 Habo,Centerpartiet,5.5
0643 Habo,Folkpartiet,6
0643 Habo,Kristdemokraterna,16.3
